posting_id,posting_date,date_key,account_code,account_name,account_type,entry_type,amount,currency,reference
8550,"2024-09-28",20240928,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4591.51,"GBP","GL-2025-008550"
8551,"2025-05-26",20250526,"REV-200","Services Revenue","Revenue","Credit",1816.72,"GBP","GL-2025-008551"
8552,"2024-07-21",20240721,"REV-200","Services Revenue","Revenue","Credit",2759.05,"GBP","GL-2025-008552"
8553,"2024-07-27",20240727,"OPEX-100","Salaries & Payroll","Expense","Debit",883.4,"GBP","GL-2025-008553"
8554,"2024-02-11",20240211,"TAX-100","Corporate & VAT Tax","Tax","Debit",5004.85,"GBP","GL-2025-008554"
8555,"2024-07-02",20240702,"OPEX-100","Salaries & Payroll","Expense","Debit",757.4,"GBP","GL-2025-008555"
8556,"2025-07-22",20250722,"OPEX-100","Salaries & Payroll","Expense","Debit",3824.24,"GBP","GL-2025-008556"
8557,"2024-04-10",20240410,"OPEX-300","Marketing & Advertising","Expense","Debit",1461.59,"GBP","GL-2025-008557"
8558,"2025-03-02",20250302,"COGS-100","Direct Material Costs","COGS","Debit",2439.87,"GBP","GL-2025-008558"
8559,"2024-07-18",20240718,"TAX-100","Corporate & VAT Tax","Tax","Debit",563.46,"GBP","GL-2025-008559"
8560,"2024-09-01",20240901,"OPEX-300","Marketing & Advertising","Expense","Debit",949.45,"GBP","GL-2025-008560"
8561,"2025-08-25",20250825,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4821.63,"GBP","GL-2025-008561"
8562,"2025-06-05",20250605,"REV-100","Operating Revenue","Revenue","Credit",3504.57,"GBP","GL-2025-008562"
8563,"2024-12-16",20241216,"OPEX-200","Office Lease & Utilities","Expense","Debit",2759.58,"GBP","GL-2025-008563"
8564,"2024-04-20",20240420,"OPEX-300","Marketing & Advertising","Expense","Debit",2900.07,"GBP","GL-2025-008564"
8565,"2026-03-02",20260302,"COGS-100","Direct Material Costs","COGS","Debit",3384.95,"GBP","GL-2025-008565"
8566,"2024-03-10",20240310,"COGS-100","Direct Material Costs","COGS","Debit",4234.51,"GBP","GL-2025-008566"
8567,"2024-12-09",20241209,"COGS-100","Direct Material Costs","COGS","Debit",2808.57,"GBP","GL-2025-008567"
8568,"2024-02-17",20240217,"COGS-200","Third-Party Infrastructure","COGS","Debit",2846.16,"GBP","GL-2025-008568"
8569,"2024-03-28",20240328,"COGS-200","Third-Party Infrastructure","COGS","Debit",760.29,"GBP","GL-2025-008569"
8570,"2025-02-19",20250219,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2683.76,"GBP","GL-2025-008570"
8571,"2026-06-11",20260611,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1799.35,"GBP","GL-2025-008571"
8572,"2024-05-04",20240504,"REV-200","Services Revenue","Revenue","Credit",798.17,"GBP","GL-2025-008572"
8573,"2025-04-14",20250414,"COGS-100","Direct Material Costs","COGS","Debit",2941.01,"GBP","GL-2025-008573"
8574,"2025-08-11",20250811,"OPEX-100","Salaries & Payroll","Expense","Debit",2983.77,"GBP","GL-2025-008574"
8575,"2024-08-13",20240813,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4089.09,"GBP","GL-2025-008575"
8576,"2025-03-11",20250311,"TAX-100","Corporate & VAT Tax","Tax","Debit",4770.78,"GBP","GL-2025-008576"
8577,"2024-12-13",20241213,"REV-100","Operating Revenue","Revenue","Credit",1060.44,"GBP","GL-2025-008577"
8578,"2025-11-01",20251101,"OPEX-300","Marketing & Advertising","Expense","Debit",1372.36,"GBP","GL-2025-008578"
8579,"2024-06-28",20240628,"REV-200","Services Revenue","Revenue","Credit",2020.62,"GBP","GL-2025-008579"
8580,"2024-11-21",20241121,"REV-200","Services Revenue","Revenue","Credit",3097.85,"GBP","GL-2025-008580"
8581,"2026-05-23",20260523,"REV-200","Services Revenue","Revenue","Credit",4186.41,"GBP","GL-2025-008581"
8582,"2024-04-07",20240407,"REV-200","Services Revenue","Revenue","Credit",1476.18,"GBP","GL-2025-008582"
8583,"2024-10-20",20241020,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1589.25,"GBP","GL-2025-008583"
8584,"2025-05-18",20250518,"COGS-100","Direct Material Costs","COGS","Debit",3225.51,"GBP","GL-2025-008584"
8585,"2025-01-17",20250117,"COGS-200","Third-Party Infrastructure","COGS","Debit",4951.39,"GBP","GL-2025-008585"
8586,"2024-02-11",20240211,"OPEX-100","Salaries & Payroll","Expense","Debit",819.55,"GBP","GL-2025-008586"
8587,"2026-03-26",20260326,"OPEX-200","Office Lease & Utilities","Expense","Debit",180.15,"GBP","GL-2025-008587"
8588,"2024-12-13",20241213,"OPEX-300","Marketing & Advertising","Expense","Debit",3910.34,"GBP","GL-2025-008588"
8589,"2025-11-11",20251111,"COGS-200","Third-Party Infrastructure","COGS","Debit",852.01,"GBP","GL-2025-008589"
8590,"2024-01-09",20240109,"OPEX-300","Marketing & Advertising","Expense","Debit",4454.89,"GBP","GL-2025-008590"
8591,"2025-01-10",20250110,"COGS-100","Direct Material Costs","COGS","Debit",4180.09,"GBP","GL-2025-008591"
8592,"2026-01-24",20260124,"COGS-200","Third-Party Infrastructure","COGS","Debit",875.86,"GBP","GL-2025-008592"
8593,"2024-08-28",20240828,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3064.33,"GBP","GL-2025-008593"
8594,"2026-06-17",20260617,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1067.35,"GBP","GL-2025-008594"
8595,"2024-07-31",20240731,"OPEX-300","Marketing & Advertising","Expense","Debit",921.23,"GBP","GL-2025-008595"
8596,"2025-02-25",20250225,"OPEX-300","Marketing & Advertising","Expense","Debit",3139.22,"GBP","GL-2025-008596"
8597,"2026-03-20",20260320,"COGS-100","Direct Material Costs","COGS","Debit",3592.62,"GBP","GL-2025-008597"
8598,"2026-05-26",20260526,"OPEX-100","Salaries & Payroll","Expense","Debit",1392.82,"GBP","GL-2025-008598"
8599,"2024-07-04",20240704,"COGS-200","Third-Party Infrastructure","COGS","Debit",4025.52,"GBP","GL-2025-008599"
8600,"2024-11-28",20241128,"REV-200","Services Revenue","Revenue","Credit",3025.15,"GBP","GL-2025-008600"
8601,"2025-03-19",20250319,"TAX-100","Corporate & VAT Tax","Tax","Debit",577.06,"GBP","GL-2025-008601"
8602,"2025-02-19",20250219,"OPEX-100","Salaries & Payroll","Expense","Debit",474.27,"GBP","GL-2025-008602"
8603,"2025-10-22",20251022,"TAX-100","Corporate & VAT Tax","Tax","Debit",4834.14,"GBP","GL-2025-008603"
8604,"2025-11-04",20251104,"OPEX-300","Marketing & Advertising","Expense","Debit",1437.44,"GBP","GL-2025-008604"
8605,"2025-11-08",20251108,"REV-100","Operating Revenue","Revenue","Credit",4945.48,"GBP","GL-2025-008605"
8606,"2024-05-25",20240525,"OPEX-100","Salaries & Payroll","Expense","Debit",3787.3,"GBP","GL-2025-008606"
8607,"2025-03-06",20250306,"OPEX-200","Office Lease & Utilities","Expense","Debit",4511.72,"GBP","GL-2025-008607"
8608,"2024-05-26",20240526,"OPEX-300","Marketing & Advertising","Expense","Debit",895.98,"GBP","GL-2025-008608"
8609,"2024-12-12",20241212,"COGS-200","Third-Party Infrastructure","COGS","Debit",3034.93,"GBP","GL-2025-008609"
8610,"2026-01-10",20260110,"COGS-100","Direct Material Costs","COGS","Debit",1028.69,"GBP","GL-2025-008610"
8611,"2025-12-11",20251211,"OPEX-100","Salaries & Payroll","Expense","Debit",4400.01,"GBP","GL-2025-008611"
8612,"2026-03-29",20260329,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",158.74,"GBP","GL-2025-008612"
8613,"2024-10-25",20241025,"COGS-100","Direct Material Costs","COGS","Debit",1194.76,"GBP","GL-2025-008613"
8614,"2025-12-19",20251219,"COGS-100","Direct Material Costs","COGS","Debit",2587.46,"GBP","GL-2025-008614"
8615,"2024-01-15",20240115,"TAX-100","Corporate & VAT Tax","Tax","Debit",4724.39,"GBP","GL-2025-008615"
8616,"2024-06-19",20240619,"OPEX-300","Marketing & Advertising","Expense","Debit",2886.05,"GBP","GL-2025-008616"
8617,"2024-06-13",20240613,"REV-100","Operating Revenue","Revenue","Credit",4677.4,"GBP","GL-2025-008617"
8618,"2026-03-03",20260303,"COGS-200","Third-Party Infrastructure","COGS","Debit",1791.96,"GBP","GL-2025-008618"
8619,"2024-09-11",20240911,"REV-200","Services Revenue","Revenue","Credit",3933.02,"GBP","GL-2025-008619"
8620,"2025-06-12",20250612,"OPEX-200","Office Lease & Utilities","Expense","Debit",1454.82,"GBP","GL-2025-008620"
8621,"2024-08-11",20240811,"OPEX-300","Marketing & Advertising","Expense","Debit",2394.93,"GBP","GL-2025-008621"
8622,"2025-05-28",20250528,"OPEX-300","Marketing & Advertising","Expense","Debit",3106.01,"GBP","GL-2025-008622"
8623,"2026-01-02",20260102,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1952.22,"GBP","GL-2025-008623"
8624,"2025-10-13",20251013,"OPEX-100","Salaries & Payroll","Expense","Debit",521.44,"GBP","GL-2025-008624"
8625,"2025-06-24",20250624,"TAX-100","Corporate & VAT Tax","Tax","Debit",5087.98,"GBP","GL-2025-008625"
8626,"2026-06-09",20260609,"COGS-100","Direct Material Costs","COGS","Debit",302.69,"GBP","GL-2025-008626"
8627,"2025-10-14",20251014,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3426.56,"GBP","GL-2025-008627"
8628,"2024-08-27",20240827,"OPEX-300","Marketing & Advertising","Expense","Debit",4522.02,"GBP","GL-2025-008628"
8629,"2025-03-31",20250331,"OPEX-300","Marketing & Advertising","Expense","Debit",4159.94,"GBP","GL-2025-008629"
8630,"2026-02-20",20260220,"COGS-200","Third-Party Infrastructure","COGS","Debit",408.21,"GBP","GL-2025-008630"
8631,"2025-03-16",20250316,"COGS-200","Third-Party Infrastructure","COGS","Debit",676.22,"GBP","GL-2025-008631"
8632,"2026-03-13",20260313,"OPEX-300","Marketing & Advertising","Expense","Debit",4814.69,"GBP","GL-2025-008632"
8633,"2025-09-29",20250929,"OPEX-300","Marketing & Advertising","Expense","Debit",2494.45,"GBP","GL-2025-008633"
8634,"2024-11-27",20241127,"REV-200","Services Revenue","Revenue","Credit",4262.99,"GBP","GL-2025-008634"
8635,"2026-05-31",20260531,"TAX-100","Corporate & VAT Tax","Tax","Debit",3877.94,"GBP","GL-2025-008635"
8636,"2024-03-10",20240310,"TAX-100","Corporate & VAT Tax","Tax","Debit",3498.59,"GBP","GL-2025-008636"
8637,"2024-03-23",20240323,"COGS-100","Direct Material Costs","COGS","Debit",4751.63,"GBP","GL-2025-008637"
8638,"2024-03-10",20240310,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4767.35,"GBP","GL-2025-008638"
8639,"2026-02-10",20260210,"COGS-200","Third-Party Infrastructure","COGS","Debit",4484.94,"GBP","GL-2025-008639"
8640,"2025-08-22",20250822,"OPEX-200","Office Lease & Utilities","Expense","Debit",1046.63,"GBP","GL-2025-008640"
8641,"2026-06-25",20260625,"OPEX-300","Marketing & Advertising","Expense","Debit",4059.3,"GBP","GL-2025-008641"
8642,"2024-05-01",20240501,"COGS-200","Third-Party Infrastructure","COGS","Debit",629.68,"GBP","GL-2025-008642"
8643,"2025-01-08",20250108,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4759.59,"GBP","GL-2025-008643"
8644,"2025-11-26",20251126,"OPEX-100","Salaries & Payroll","Expense","Debit",2811.22,"GBP","GL-2025-008644"
8645,"2024-09-19",20240919,"REV-200","Services Revenue","Revenue","Credit",1124.25,"GBP","GL-2025-008645"
8646,"2025-02-08",20250208,"COGS-100","Direct Material Costs","COGS","Debit",2428.79,"GBP","GL-2025-008646"
8647,"2025-01-30",20250130,"OPEX-200","Office Lease & Utilities","Expense","Debit",2074.47,"GBP","GL-2025-008647"
8648,"2024-02-18",20240218,"REV-200","Services Revenue","Revenue","Credit",4162.19,"GBP","GL-2025-008648"
8649,"2024-01-27",20240127,"REV-100","Operating Revenue","Revenue","Credit",3360.73,"GBP","GL-2025-008649"
8650,"2025-01-09",20250109,"TAX-100","Corporate & VAT Tax","Tax","Debit",2278.98,"GBP","GL-2025-008650"
8651,"2024-09-09",20240909,"COGS-100","Direct Material Costs","COGS","Debit",4426.06,"GBP","GL-2025-008651"
8652,"2025-09-21",20250921,"OPEX-300","Marketing & Advertising","Expense","Debit",4218.44,"GBP","GL-2025-008652"
8653,"2025-05-11",20250511,"OPEX-200","Office Lease & Utilities","Expense","Debit",4993.66,"GBP","GL-2025-008653"
8654,"2026-05-25",20260525,"OPEX-300","Marketing & Advertising","Expense","Debit",1633.31,"GBP","GL-2025-008654"
8655,"2025-03-31",20250331,"OPEX-100","Salaries & Payroll","Expense","Debit",2728.54,"GBP","GL-2025-008655"
8656,"2024-05-18",20240518,"REV-200","Services Revenue","Revenue","Credit",1808.07,"GBP","GL-2025-008656"
8657,"2025-11-03",20251103,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2504.61,"GBP","GL-2025-008657"
8658,"2024-11-05",20241105,"OPEX-100","Salaries & Payroll","Expense","Debit",3245.51,"GBP","GL-2025-008658"
8659,"2026-03-25",20260325,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2321.32,"GBP","GL-2025-008659"
8660,"2025-11-26",20251126,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3290.34,"GBP","GL-2025-008660"
8661,"2025-11-25",20251125,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1846.67,"GBP","GL-2025-008661"
8662,"2025-11-04",20251104,"COGS-200","Third-Party Infrastructure","COGS","Debit",4564.13,"GBP","GL-2025-008662"
8663,"2024-07-26",20240726,"OPEX-100","Salaries & Payroll","Expense","Debit",3824.56,"GBP","GL-2025-008663"
8664,"2024-02-19",20240219,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3829.91,"GBP","GL-2025-008664"
8665,"2024-03-13",20240313,"OPEX-100","Salaries & Payroll","Expense","Debit",2093.4,"GBP","GL-2025-008665"
8666,"2026-03-22",20260322,"COGS-100","Direct Material Costs","COGS","Debit",3579.41,"GBP","GL-2025-008666"
8667,"2026-01-25",20260125,"TAX-100","Corporate & VAT Tax","Tax","Debit",2886.98,"GBP","GL-2025-008667"
8668,"2025-01-20",20250120,"COGS-200","Third-Party Infrastructure","COGS","Debit",3448.83,"GBP","GL-2025-008668"
8669,"2024-06-20",20240620,"OPEX-300","Marketing & Advertising","Expense","Debit",1378.68,"GBP","GL-2025-008669"
8670,"2025-07-17",20250717,"TAX-100","Corporate & VAT Tax","Tax","Debit",4631.76,"GBP","GL-2025-008670"
8671,"2025-11-08",20251108,"REV-100","Operating Revenue","Revenue","Credit",1048.98,"GBP","GL-2025-008671"
8672,"2025-09-09",20250909,"REV-200","Services Revenue","Revenue","Credit",4405.9,"GBP","GL-2025-008672"
8673,"2025-11-09",20251109,"REV-100","Operating Revenue","Revenue","Credit",1554.2,"GBP","GL-2025-008673"
8674,"2024-02-06",20240206,"REV-200","Services Revenue","Revenue","Credit",1995.01,"GBP","GL-2025-008674"
8675,"2024-11-01",20241101,"TAX-100","Corporate & VAT Tax","Tax","Debit",1401.79,"GBP","GL-2025-008675"
8676,"2025-11-19",20251119,"OPEX-300","Marketing & Advertising","Expense","Debit",3384,"GBP","GL-2025-008676"
8677,"2025-07-28",20250728,"OPEX-200","Office Lease & Utilities","Expense","Debit",2765.51,"GBP","GL-2025-008677"
8678,"2024-10-30",20241030,"REV-100","Operating Revenue","Revenue","Credit",422.26,"GBP","GL-2025-008678"
8679,"2025-06-13",20250613,"REV-100","Operating Revenue","Revenue","Credit",4250.9,"GBP","GL-2025-008679"
8680,"2025-02-11",20250211,"TAX-100","Corporate & VAT Tax","Tax","Debit",4590.5,"GBP","GL-2025-008680"
8681,"2024-11-08",20241108,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3982.84,"GBP","GL-2025-008681"
8682,"2024-04-01",20240401,"OPEX-100","Salaries & Payroll","Expense","Debit",417.6,"GBP","GL-2025-008682"
8683,"2024-04-14",20240414,"OPEX-100","Salaries & Payroll","Expense","Debit",3247.35,"GBP","GL-2025-008683"
8684,"2024-09-26",20240926,"OPEX-200","Office Lease & Utilities","Expense","Debit",737.52,"GBP","GL-2025-008684"
8685,"2025-05-20",20250520,"COGS-200","Third-Party Infrastructure","COGS","Debit",3318.58,"GBP","GL-2025-008685"
8686,"2025-11-08",20251108,"OPEX-200","Office Lease & Utilities","Expense","Debit",3951.32,"GBP","GL-2025-008686"
8687,"2024-12-21",20241221,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",314.56,"GBP","GL-2025-008687"
8688,"2025-07-23",20250723,"TAX-100","Corporate & VAT Tax","Tax","Debit",4000.01,"GBP","GL-2025-008688"
8689,"2025-10-23",20251023,"COGS-200","Third-Party Infrastructure","COGS","Debit",4816.55,"GBP","GL-2025-008689"
8690,"2024-05-02",20240502,"TAX-100","Corporate & VAT Tax","Tax","Debit",2896.27,"GBP","GL-2025-008690"
8691,"2024-05-28",20240528,"COGS-200","Third-Party Infrastructure","COGS","Debit",3496.23,"GBP","GL-2025-008691"
8692,"2024-11-01",20241101,"REV-200","Services Revenue","Revenue","Credit",1544.78,"GBP","GL-2025-008692"
8693,"2025-06-28",20250628,"OPEX-200","Office Lease & Utilities","Expense","Debit",2793.93,"GBP","GL-2025-008693"
8694,"2026-03-12",20260312,"REV-100","Operating Revenue","Revenue","Credit",3768.96,"GBP","GL-2025-008694"
8695,"2026-04-21",20260421,"REV-200","Services Revenue","Revenue","Credit",803.14,"GBP","GL-2025-008695"
8696,"2024-04-07",20240407,"OPEX-200","Office Lease & Utilities","Expense","Debit",3604.77,"GBP","GL-2025-008696"
8697,"2024-09-20",20240920,"OPEX-200","Office Lease & Utilities","Expense","Debit",912.9,"GBP","GL-2025-008697"
8698,"2026-05-14",20260514,"REV-100","Operating Revenue","Revenue","Credit",4426.92,"GBP","GL-2025-008698"
8699,"2025-04-27",20250427,"COGS-100","Direct Material Costs","COGS","Debit",323.03,"GBP","GL-2025-008699"
8700,"2024-09-05",20240905,"COGS-200","Third-Party Infrastructure","COGS","Debit",3773.98,"GBP","GL-2025-008700"
8701,"2024-08-09",20240809,"COGS-100","Direct Material Costs","COGS","Debit",1325.98,"GBP","GL-2025-008701"
8702,"2024-08-25",20240825,"COGS-100","Direct Material Costs","COGS","Debit",4290.58,"GBP","GL-2025-008702"
8703,"2024-04-15",20240415,"OPEX-200","Office Lease & Utilities","Expense","Debit",986.84,"GBP","GL-2025-008703"
8704,"2025-05-11",20250511,"REV-100","Operating Revenue","Revenue","Credit",4977.1,"GBP","GL-2025-008704"
8705,"2024-04-18",20240418,"COGS-100","Direct Material Costs","COGS","Debit",4037.67,"GBP","GL-2025-008705"
8706,"2025-09-23",20250923,"OPEX-300","Marketing & Advertising","Expense","Debit",4969.93,"GBP","GL-2025-008706"
8707,"2024-06-22",20240622,"REV-100","Operating Revenue","Revenue","Credit",3714,"GBP","GL-2025-008707"
8708,"2026-06-04",20260604,"COGS-200","Third-Party Infrastructure","COGS","Debit",637.65,"GBP","GL-2025-008708"
8709,"2025-02-05",20250205,"OPEX-200","Office Lease & Utilities","Expense","Debit",4319.53,"GBP","GL-2025-008709"
8710,"2025-03-31",20250331,"COGS-200","Third-Party Infrastructure","COGS","Debit",4326.15,"GBP","GL-2025-008710"
8711,"2025-12-15",20251215,"COGS-200","Third-Party Infrastructure","COGS","Debit",5052.98,"GBP","GL-2025-008711"
8712,"2026-05-19",20260519,"OPEX-200","Office Lease & Utilities","Expense","Debit",3432.97,"GBP","GL-2025-008712"
8713,"2024-06-28",20240628,"REV-100","Operating Revenue","Revenue","Credit",2411.02,"GBP","GL-2025-008713"
8714,"2024-02-03",20240203,"COGS-200","Third-Party Infrastructure","COGS","Debit",1018.07,"GBP","GL-2025-008714"
8715,"2025-10-20",20251020,"OPEX-100","Salaries & Payroll","Expense","Debit",1449.42,"GBP","GL-2025-008715"
8716,"2024-10-03",20241003,"OPEX-300","Marketing & Advertising","Expense","Debit",3086.57,"GBP","GL-2025-008716"
8717,"2025-08-26",20250826,"COGS-100","Direct Material Costs","COGS","Debit",836.9,"GBP","GL-2025-008717"
8718,"2025-09-01",20250901,"COGS-200","Third-Party Infrastructure","COGS","Debit",4389.19,"GBP","GL-2025-008718"
8719,"2024-08-30",20240830,"COGS-200","Third-Party Infrastructure","COGS","Debit",974.87,"GBP","GL-2025-008719"
8720,"2024-10-14",20241014,"REV-200","Services Revenue","Revenue","Credit",698.1,"GBP","GL-2025-008720"
8721,"2026-05-18",20260518,"OPEX-200","Office Lease & Utilities","Expense","Debit",1328.15,"GBP","GL-2025-008721"
8722,"2024-02-03",20240203,"COGS-100","Direct Material Costs","COGS","Debit",836.02,"GBP","GL-2025-008722"
8723,"2025-04-10",20250410,"OPEX-100","Salaries & Payroll","Expense","Debit",3843.16,"GBP","GL-2025-008723"
8724,"2024-10-30",20241030,"OPEX-200","Office Lease & Utilities","Expense","Debit",5075.43,"GBP","GL-2025-008724"
8725,"2024-11-13",20241113,"REV-200","Services Revenue","Revenue","Credit",1172.2,"GBP","GL-2025-008725"
8726,"2025-10-09",20251009,"OPEX-100","Salaries & Payroll","Expense","Debit",1955.86,"GBP","GL-2025-008726"
8727,"2025-07-07",20250707,"TAX-100","Corporate & VAT Tax","Tax","Debit",4073.02,"GBP","GL-2025-008727"
8728,"2024-07-30",20240730,"COGS-100","Direct Material Costs","COGS","Debit",132.92,"GBP","GL-2025-008728"
8729,"2024-08-23",20240823,"OPEX-100","Salaries & Payroll","Expense","Debit",4181.94,"GBP","GL-2025-008729"
8730,"2024-09-17",20240917,"OPEX-300","Marketing & Advertising","Expense","Debit",4264.83,"GBP","GL-2025-008730"
8731,"2026-02-16",20260216,"OPEX-100","Salaries & Payroll","Expense","Debit",3415.14,"GBP","GL-2025-008731"
8732,"2025-02-22",20250222,"OPEX-300","Marketing & Advertising","Expense","Debit",1147.33,"GBP","GL-2025-008732"
8733,"2025-08-22",20250822,"REV-200","Services Revenue","Revenue","Credit",3099.17,"GBP","GL-2025-008733"
8734,"2025-09-17",20250917,"OPEX-300","Marketing & Advertising","Expense","Debit",129.56,"GBP","GL-2025-008734"
8735,"2024-03-30",20240330,"OPEX-100","Salaries & Payroll","Expense","Debit",4179.71,"GBP","GL-2025-008735"
8736,"2025-01-06",20250106,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1352.63,"GBP","GL-2025-008736"
8737,"2024-02-16",20240216,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3608.34,"GBP","GL-2025-008737"
8738,"2024-09-01",20240901,"COGS-200","Third-Party Infrastructure","COGS","Debit",1938.19,"GBP","GL-2025-008738"
8739,"2024-03-04",20240304,"OPEX-300","Marketing & Advertising","Expense","Debit",2508.34,"GBP","GL-2025-008739"
8740,"2026-06-02",20260602,"OPEX-300","Marketing & Advertising","Expense","Debit",2847.39,"GBP","GL-2025-008740"
8741,"2025-05-17",20250517,"OPEX-200","Office Lease & Utilities","Expense","Debit",3275.06,"GBP","GL-2025-008741"
8742,"2026-05-15",20260515,"REV-200","Services Revenue","Revenue","Credit",522.31,"GBP","GL-2025-008742"
8743,"2024-02-25",20240225,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4460.88,"GBP","GL-2025-008743"
8744,"2025-05-24",20250524,"COGS-200","Third-Party Infrastructure","COGS","Debit",3369.23,"GBP","GL-2025-008744"
8745,"2024-03-04",20240304,"REV-100","Operating Revenue","Revenue","Credit",929.84,"GBP","GL-2025-008745"
8746,"2025-02-06",20250206,"COGS-200","Third-Party Infrastructure","COGS","Debit",2416.98,"GBP","GL-2025-008746"
8747,"2025-12-02",20251202,"COGS-200","Third-Party Infrastructure","COGS","Debit",581.6,"GBP","GL-2025-008747"
8748,"2026-06-02",20260602,"REV-200","Services Revenue","Revenue","Credit",358.21,"GBP","GL-2025-008748"
8749,"2025-11-14",20251114,"REV-200","Services Revenue","Revenue","Credit",3714.22,"GBP","GL-2025-008749"
8750,"2025-04-03",20250403,"TAX-100","Corporate & VAT Tax","Tax","Debit",3395.66,"GBP","GL-2025-008750"
8751,"2025-05-11",20250511,"REV-100","Operating Revenue","Revenue","Credit",4500.46,"GBP","GL-2025-008751"
8752,"2025-12-19",20251219,"TAX-100","Corporate & VAT Tax","Tax","Debit",860.05,"GBP","GL-2025-008752"
8753,"2025-08-31",20250831,"COGS-100","Direct Material Costs","COGS","Debit",1365.82,"GBP","GL-2025-008753"
8754,"2025-07-17",20250717,"COGS-200","Third-Party Infrastructure","COGS","Debit",3211.77,"GBP","GL-2025-008754"
8755,"2025-06-17",20250617,"OPEX-200","Office Lease & Utilities","Expense","Debit",4739.46,"GBP","GL-2025-008755"
8756,"2024-07-07",20240707,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1656.25,"GBP","GL-2025-008756"
8757,"2025-04-21",20250421,"REV-200","Services Revenue","Revenue","Credit",3884.45,"GBP","GL-2025-008757"
8758,"2025-01-30",20250130,"REV-200","Services Revenue","Revenue","Credit",1428.88,"GBP","GL-2025-008758"
8759,"2026-06-24",20260624,"TAX-100","Corporate & VAT Tax","Tax","Debit",2033.62,"GBP","GL-2025-008759"
8760,"2025-05-03",20250503,"OPEX-300","Marketing & Advertising","Expense","Debit",2978.91,"GBP","GL-2025-008760"
8761,"2024-09-27",20240927,"COGS-200","Third-Party Infrastructure","COGS","Debit",3944.37,"GBP","GL-2025-008761"
8762,"2024-09-02",20240902,"OPEX-100","Salaries & Payroll","Expense","Debit",4274.56,"GBP","GL-2025-008762"
8763,"2024-09-04",20240904,"OPEX-300","Marketing & Advertising","Expense","Debit",2416.54,"GBP","GL-2025-008763"
8764,"2025-06-12",20250612,"REV-100","Operating Revenue","Revenue","Credit",5040.68,"GBP","GL-2025-008764"
8765,"2026-03-23",20260323,"OPEX-200","Office Lease & Utilities","Expense","Debit",452.18,"GBP","GL-2025-008765"
8766,"2025-11-17",20251117,"COGS-100","Direct Material Costs","COGS","Debit",4397.89,"GBP","GL-2025-008766"
8767,"2024-03-15",20240315,"TAX-100","Corporate & VAT Tax","Tax","Debit",5060.08,"GBP","GL-2025-008767"
8768,"2025-08-24",20250824,"OPEX-100","Salaries & Payroll","Expense","Debit",4301.01,"GBP","GL-2025-008768"
8769,"2024-03-14",20240314,"OPEX-100","Salaries & Payroll","Expense","Debit",4890.26,"GBP","GL-2025-008769"
8770,"2025-07-25",20250725,"OPEX-200","Office Lease & Utilities","Expense","Debit",973.17,"GBP","GL-2025-008770"
8771,"2024-09-12",20240912,"OPEX-200","Office Lease & Utilities","Expense","Debit",1518.05,"GBP","GL-2025-008771"
8772,"2024-04-06",20240406,"REV-200","Services Revenue","Revenue","Credit",765.03,"GBP","GL-2025-008772"
8773,"2024-01-09",20240109,"TAX-100","Corporate & VAT Tax","Tax","Debit",2553.75,"GBP","GL-2025-008773"
8774,"2024-02-24",20240224,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",656.82,"GBP","GL-2025-008774"
8775,"2024-01-08",20240108,"REV-200","Services Revenue","Revenue","Credit",3250.11,"GBP","GL-2025-008775"
8776,"2026-06-07",20260607,"TAX-100","Corporate & VAT Tax","Tax","Debit",1096.62,"GBP","GL-2025-008776"
8777,"2024-12-25",20241225,"COGS-100","Direct Material Costs","COGS","Debit",2165.49,"GBP","GL-2025-008777"
8778,"2024-11-27",20241127,"REV-200","Services Revenue","Revenue","Credit",2846.4,"GBP","GL-2025-008778"
8779,"2026-06-27",20260627,"OPEX-300","Marketing & Advertising","Expense","Debit",1984.28,"GBP","GL-2025-008779"
